dataTagId,description,system,systemName,equipment,equipmentType,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureInstance,measureUnit,tagType,group,limRangeLo,limRangeHi,limHi,limHiHi,limLo,limLoLo
7HFE15CY101_XQ07,PAF-B MTR BRG VIB NDE,Boiler,PCFB,PA Fan,,PAF-B,2,Motor,Motor,1,Bearing,Motor Bearing,1,NDE,NDE,1,Metal,Vibration,1,mm/sec,,,0,20,15,18,5,2
7HFE15CT102_XQ02,PAF-B MTR WNG TMP1,Boiler,PCFB,PA Fan,,PAF-B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,1,DegC,,,0,150,112.5,135,37.5,15
7HFE15CT104_XQ02,PAF-B MTR WNG TMP3,Boiler,PCFB,PA Fan,,PAF-B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,2,DegC,,,0,150,112.5,135,37.5,15
7HFE15CT106_XQ02,PAF-B MTR WNG TMP5,Boiler,PCFB,PA Fan,,PAF-B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,3,DegC,,,0,150,112.5,135,37.5,15
7HFE15CT108_XQ02,PAF-B MTR WNG TMP7,Boiler,PCFB,PA Fan,,PAF-B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,4,DegC,,,0,150,112.5,135,37.5,15
7HFE15CT110_XQ02,PAF-B MTR WNG TMP9,Boiler,PCFB,PA Fan,,PAF-B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,5,DegC,,,0,150,112.5,135,37.5,15
7HFE15CT112_XQ02,PAF-B MTR WNG TMP11,Boiler,PCFB,PA Fan,,PAF-B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,6,DegC,,,0,150,112.5,135,37.5,15
7HFE15AN001_XQ06,PAF-B MTR CURRENT,Boiler,PCFB,PA Fan,,PAF-B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,AMP,,,0,350,262.5,315,87.5,35
7HFE15AN001,PA FCM-B MTR ctrl(HTVD),Boiler,PCFB,PA Fan,,PAF-B,2,Motor,Motor,1,,,,,,,,??,1,??,Command,,,,,,,
7HFE15AA101,PA FCM-B Control Damper,Boiler,PCFB,PA Fan,,PAF-B,2,,,,Control Damper,Control Damper,1,,,,,Position,1,??,Feedback,,,,,,,
7HFE15AA101_XQ50,PAF-B CONT DMPR (F/B),Boiler,PCFB,PA Fan,,PAF-B,2,,,,Control Damper,Control Damper,1,,,,,Position,1,??,Feedback,,,,,,,
7HFE25AA201_XB01,PAF-B O/L DMPR PAD2B FdbkOpen,Boiler,PCFB,PA Fan,,PAF-B,2,,,,Damper,Outlet Damper,1,,,,,Status,1,OPEN,Feedback,,0,1,1,1,0,0
7HFE02CP204_XG52,PAF-B CTRL OIL PR,Boiler,PCFB,PA Fan,,PAF-B,2,,,,,,,,,,Control Oil,Pressure,1,Kg/Cm2,,,0,1000,750,900,250,100
7HFE02CP203_XG03,PAF-B CTRL OIL PR,Boiler,PCFB,PA Fan,,PAF-B,2,,,,,,,,,,Control Oil,Pressure,2,Kg/Cm2,,,0,1000,750,900,250,100
7HFE15AN001_XB11,PAF-B FdbkOn,Boiler,PCFB,PA Fan,,PAF-B,2,,,,,,,,,,,Status,1,ON,Feedback,,0,1,1,1,0,0
7HFE15AN001_XB12,PAF-B (OFF F/B),Boiler,PCFB,PA Fan,,PAF-B,2,,,,,,,,,,,Status,1,OFF,Feedback,,,,,,,
7HFE20AA201_XB93,PAF-A O/L DMPR PAD2A Cmd_Open,Boiler,PCFB,PA Fan,,PAF-A,1,,,,Outlet Damper,Outlet Damper,1,,,,,Position,1,%,Command,,0,1,1,1,0,0
7PAHDRPRBIAS,,Boiler,PCFB,PA Fan Header,,PA Fan Header,1,,,,,,,,,,Primary Air,Pressure Bias,1,,???,,,,,,,
7PAHdrPRSP,,Boiler,PCFB,PA Fan Header,,PA Fan Header,1,,,,,,,,,,Primary Air,Pressure,1,,Command,,,,,,,
7PAHDRMSTR,,Boiler,PCFB,PA Fan Header,,PA Fan Header,1,,,,,,,,,,Primary Air,???,1,,???,,,,,,,
7HBK40CP101_XQ01,RH O/L PR - L,Boiler,PCFB,Reheater,,Reheater,1,Flue Gas Path,Flue Gas Path,1,,,,Outlet,Outlet-L,1,Flue Gas,Pressure,1,mmwc,,,-25,10,1.25,6.5,-16.25,-21.5
7HBK40CT101_XQ03,FG TMP AFT RH -L,Boiler,PCFB,Reheater,,Reheater,1,Flue Gas Path,Flue Gas Path,1,,,,Outlet,Outlet-L,1,Flue Gas,Temperature,1,DegC,,,0,1000,750,900,250,100
7HBK45CP101_XQ01,RH O/L PR-R,Boiler,PCFB,Reheater,,Reheater,1,Flue Gas Path,Flue Gas Path,1,,,,Outlet,Outlet-R,2,Flue Gas,Pressure,1,mmwc,,,-25,0,-6.25,-2.5,-18.75,-22.5
7HBK45CT101_XQ03,FG TMP AFT RH-R,Boiler,PCFB,Reheater,,Reheater,1,Flue Gas Path,Flue Gas Path,1,,,,Outlet,Outlet-R,2,Flue Gas,Temperature,1,DegC,,,0,1000,750,900,250,100
7LBB01CP101_XQ01,RHOL HDR (L) STM PR,Boiler,PCFB,Reheater,,Reheater,1,Steam Path,Steam Path,1,,,,Outlet,Outlet-L,1,HRH,Pressure,1,Kg/cm2,,,0,60,45,54,15,6
7LBB01CT101_XQ03,RHOL HDR (L) TMP,Boiler,PCFB,Reheater,,Reheater,1,Steam Path,Steam Path,1,,,,Outlet,Outlet-L,1,HRH,Temperature,1,DegC,,,0,600,450,540,150,60
7LBB01CT102_XQ03,RHOL HDR (L) TMP,Boiler,PCFB,Reheater,,Reheater,1,Steam Path,Steam Path,1,,,,Outlet,Outlet-L,1,HRH,Temperature,2,DegC,,,0,600,450,540,150,60
7LBB02CP101_XQ01,RHOL HDR (R) PR,Boiler,PCFB,Reheater,,Reheater,1,Steam Path,Steam Path,1,,,,Outlet,Outlet-R,2,HRH,Pressure,1,Kg/cm2,,,0,60,45,54,15,6
7HRH_OLT_RSel,RHOL HDR (R) TMP,Boiler,PCFB,Reheater,,Reheater,1,Steam Path,Steam Path,1,,,,Outlet,Outlet-R,2,HRH,Temperature,0,DegC,,Steam Path,0,600,450,540,150,60
7LBB02CT101_XQ03,RHOL (R) TMP,Boiler,PCFB,Reheater,,Reheater,1,Steam Path,Steam Path,1,,,,Outlet,Outlet-R,2,HRH,Temperature,1,DegC,,,0,600,450,540,150,60
7LBB02CT102_XQ03,RHOL (R) TMP,Boiler,PCFB,Reheater,,Reheater,1,Steam Path,Steam Path,1,,,,Outlet,Outlet-R,2,HRH,Temperature,2,DegC,,,0,600,450,540,150,60
7HRH_OLT_LSel,RHOL HDR (L) TMP,Boiler,PCFB,Reheater,,Reheater,1,Steam Path,Steam Path,1,,,,Outlet (why header?),Outlet-L,1,HRH,Temperature,0,DegC,,Steam Path,0,600,450,540,150,60
7LBB02CT103_XQ03,HRH  MTL TMP 100%,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube,1,,,,100%,100%,1,Metal,Temperature,1,DegC,,,0,600,450,540,150,60
7LBB01CT103_XQ03,HRH  MTL TMP 50%,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube,1,,,,50%,50%,1,Metal,Temperature,1,DegC,,,0,600,450,540,150,60
RHMAX,RH MTL TEMP MAX,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube,1,,,,,,1,Metal (This is the maximum value?),Temperature,1,DegC,,,0,700,525,630,175,70
7HAJ10CT101_XQ03,RH METAL TMP1,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 1,1,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT102_XQ03,RH METAL TMP2,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 2,2,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT103_XQ03,RH METAL TMP3,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 3,3,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT104_XQ03,RH METAL TMP4,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 4,4,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT105_XQ03,RH METAL TMP5,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 5,5,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT106_XQ03,RH METAL TMP6,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 6,6,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT107_XQ03,RH METAL TMP7,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 7,7,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT108_XQ03,RH METAL TMP8,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 8,8,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT109_XQ03,RH METAL TMP9,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 9,9,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT110_XQ03,RH METAL TMP10,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 10,10,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT111_XQ03,RH METAL TMP11,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 11,11,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT112_XQ03,RH METAL TMP12,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 12,12,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT113_XQ03,RH METAL TMP13,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 13,13,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT114_XQ03,RH METAL TMP14,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 14,14,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT115_XQ03,RH METAL TMP15,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 15,15,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT116_XQ03,RH METAL TMP16,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 16,16,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT117_XQ03,RH METAL TMP17,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 17,17,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT118_XQ03,RH METAL TMP18,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 18,18,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT119_XQ03,RH METAL TMP19,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 19,19,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT120_XQ03,RH METAL TMP20,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 20,20,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT121_XQ03,RH METAL TMP21,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 21,21,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT122_XQ03,RH METAL TMP22,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 22,22,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT123_XQ03,RH METAL TMP23,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 23,23,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT124_XQ03,RH METAL TMP24,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 24,24,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT125_XQ03,RH METAL TMP25,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 25,25,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT126_XQ03,RH METAL TMP26,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 26,26,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT127_XQ03,RH METAL TMP27,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 27,27,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT128_XQ03,RH METAL TMP28,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 28,28,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT129_XQ03,RH METAL TMP29,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 29,29,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT130_XQ03,RH METAL TMP30,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 30,30,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT131_XQ03,RH METAL TMP31,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 31,31,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT132_XQ03,RH METAL TMP32,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 32,32,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT133_XQ03,RH METAL TMP33,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 33,33,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT134_XQ03,RH METAL TMP34,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 34,34,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT135_XQ03,RH METAL TMP35,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 35,35,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT136_XQ03,RH METAL TMP36,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 36,36,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT137_XQ03,RH METAL TMP37,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 37,37,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT138_XQ03,RH METAL TMP38,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 38,38,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT139_XQ03,RH METAL TMP39,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 39,39,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7HAJ10CT140_XQ03,RH METAL TMP40,Boiler,PCFB,Reheater,,Reheater,1,Tube,Tube 40,40,,,,,,,Metal,Temperature,1,DegC,,,0,750,562.5,675,187.5,75
7LBC11CP101_XQ01,RH IL HDR (L) PR.,Boiler,PCFB,Reheater,,Reheater,1,,,,,,,Inlet,Inlet-L,1,CRH,Pressure,1,Kg/Cm2,,,0,60,45,54,15,6
7LBC11CT103_XQ03,CRH STM TMP.,Boiler,PCFB,Reheater,,Reheater,1,,,,,,,Inlet,Inlet-L,1,CRH,Temperature,1,DegC,,,0,600,450,540,150,60
7LBC12CP101_XQ01,RH IL HDR (R) PR,Boiler,PCFB,Reheater,,Reheater,1,,,,,,,Inlet,Inlet-R,2,CRH,Pressure,1,Kg/Cm2,,,0,60,45,54,15,6
7LBC12CT103_XQ03,CRH STM TMP.,Boiler,PCFB,Reheater,,Reheater,1,,,,,,,Inlet,Inlet-R,2,CRH,Temperature,1,DegC,,,0,600,450,540,150,60
7RHTEMPSP,,Boiler,PCFB,Reheater,,Reheater,1,,,,,,,Outlet,Outlet,1,HRH,Temperature,1,DegC,Command,,,,,,,
7LAE23AA101_XJ06,RH Spray-R SD017 COMMAND,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,Spray Control Valve,SD017,1,,,,,Position,1,%,Command,,,,,,,
7LAE23AA101,RH Spray CV-L SD-17,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,Spray Control Valve,SD017,1,,,,,Position,1,??,Feedback,,,,,,,
7LAE23AA101_XQ50,RH Spray-R SD017 POSNFBK,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,Spray Control Valve,SD017,1,,,,,Position,2,??,Feedback,,,,,,,
7LAE24AA101_XJ06,RH Spray-R SD018 COMMAND,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,Spray Control Valve,SD018,2,,,,,Position,1,%,Command,,,,,,,
7LAE24AA101,RH Spray CV-L SD-18,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,Spray Control Valve,SD018,2,,,,,Position,1,??,Feedback,,,,,,,
7LAE24AA101_XQ50,RH Spray-R SD018 POSNFBK,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,Spray Control Valve,SD018,2,,,,,Position,2,??,Feedback,,,,,,,
7LAE23AA201_XB01,RH Spray I/L Isolation VLV SD013 open F/B,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,Spray Inlet Isolation Valve,SD013,1,,,,,Position,1,OPEN,Feedback,,,,,,,
7LAE23AA201_XB02,RH Spray I/L Isolation VLV SD013 close F/B,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,Spray Inlet Isolation Valve,SD013,1,,,,,Position,1,CLOSE,Feedback,,,,,,,
7LAE24AA201_XB01,RH Spray I/L Isolation VLV SD014 open F/B,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,Spray Inlet Isolation Valve,SD014,2,,,,,Position,1,OPEN,Feedback,,,,,,,
7LAE24AA201_XB02,RH Spray I/L Isolation VLV SD014 close F/B,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,Spray Inlet Isolation Valve,SD014,2,,,,,Position,1,CLOSE,Feedback,,,,,,,
7CRH_OLT_LSel,CRH TEMP AFT DSH-L,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,,,,Outlet,Outlet-L,1,CRH,Temperature,0,DegC,,,0,600,450,540,150,60
7RhSpryFlow_LSel,RH SPRAY FLOW-L,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,,,,,,,Spray Water,Flow,0,TPH,,,0,1000,750,900,250,100
7RHSPRYFLW_LACT,RH SPRAY FLOW-L,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,,,,,,,Spray Water,Flow,1,TPH,,,0,300,225,270,75,30
7LAE25CF101_XQ01,RH SPRAY FLOW-L,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,,,,,,,Spray Water,Flow,2,TPH,,,0,40,30,36,10,4
7LAE25CF102_XQ01,RH SPRAY FLOW-L,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,,,,,,,Spray Water,Flow,3,TPH,,,0,40,30,36,10,4
7LAE25CT101_XQ02,RH SPRAY TMP-L,Boiler,PCFB,RH Desuperheater,,RH DSH - L,1,,,,,,,,,,Spray Water,Temperature,1,DegC,,,0,250,187.5,225,62.5,25
7LAE21AA101_XJ06,RH Spray-L SD015 COMMAND,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,Spray Control Valve,SD015,1,,,,,Position,1,%,Command,,,,,,,
7LAE21AA101,RH Spray W-R SD15,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,Spray Control Valve,SD015,1,,,,,Position,1,??,Feedback,,,,,,,
7LAE21AA101_XQ50,RH Spray-L SD015 POSNFBK,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,Spray Control Valve,SD015,1,,,,,Position,1,??,Feedback,,,,,,,
7LAE22AA101_XJ06,RH Spray-L SD016 COMMAND,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,Spray Control Valve,SD016,2,,,,,Position,1,%,Command,,,,,,,
7LAE22AA101,RH Spray CV-R SD-16,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,Spray Control Valve,SD016,2,,,,,Position,1,??,Feedback,,,,,,,
7LAE22AA101_XQ50,RH Spray-L SD016 POSNFBK,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,Spray Control Valve,SD016,2,,,,,Position,2,??,Feedback,,,,,,,
7LAE21AA201_XB01,RH Spray I/L Isolation VLV SD011 open F/B,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,Spray Inlet Isolation Valve,SD011,1,,,,,Position,1,OPEN,Feedback,,,,,,,
7LAE21AA201_XB02,RH Spray I/L Isolation VLV SD011 close F/B,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,Spray Inlet Isolation Valve,SD011,1,,,,,Position,2,CLOSE,Feedback,,,,,,,
7LAE22AA201_XB01,RH Spray I/L Isolation VLV SD012 open F/B,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,Spray Inlet Isolation Valve,SD012,2,,,,,Position,1,OPEN,Feedback,,,,,,,
7LAE22AA201_XB02,RH Spray I/L Isolation VLV SD012 close F/B,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,Spray Inlet Isolation Valve,SD012,2,,,,,Position,2,CLOSE,Feedback,,,,,,,
7CRH_OLT_RSel,CRH TEMP AFT DSH-R,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,,,,Outlet,Outlet-R,1,CRH,Temperature,1,DegC,,,0,600,450,540,150,60
7RhSpryFlow_RSel,RH SPRAY FLOW-R,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,,,,,,,Spray Water,Flow,0,TPH,,,0,1000,750,900,250,100
7RHSPRYFLW_RACT,RH SPRAY FLOW-R,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,,,,,,,Spray Water,Flow,1,TPH,,,0,300,225,270,75,30
7LAE26CF101_XQ01,RH SPRAY FLOW-R,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,,,,,,,Spray Water,Flow,2,TPH,,,0,40,30,36,10,4
7LAE26CF102_XQ01,RH SPRAY FLOW-R,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,,,,,,,Spray Water,Flow,3,TPH,,,0,40,30,36,10,4
7LAE26CT101_XQ02,RH SPRAY TMP-R,Boiler,PCFB,RH Desuperheater,,RH DSH - R,2,,,,,,,,,,Spray Water,Temperature,1,DegC,,,0,250,187.5,225,62.5,25
7LAE20AA201_XB01,Reheat Spray Block VLV SD010 open F/B,Boiler,PCFB,RH Desuperheater,,RH Desuperheater,1,,,,Spray Block Valve,SD010,1,,,,,Position,1,OPEN,Feedback,,,,,,,
7LAE20AA201_XB02,Reheat Spray Block VLV SD010 close F/B,Boiler,PCFB,RH Desuperheater,,RH Desuperheater,1,,,,Spray Block Valve,SD010,1,,,,,Position,2,CLOSE,Feedback,,,,,,,
7LAE20CT101_XQ02,RH SPRAY IL TMP,Boiler,PCFB,RH Desuperheater,,RH Desuperheater,1,,,,,,,Inlet,Inlet,1,Spray Water,Temperature,1,DegC,,,0,200,150,180,50,20
7LBB01CT104_XQ03,COMBINED RHOL TMP,Boiler,PCFB,RH Header,,RH Header,1,,,,,,,Outlet,Outlet,1,HRH,Temperature,1,DegC,,,0,600,450,540,150,60
7LBB01CT701_YJ31,COMBINED RH OL STM TEMP,Boiler,PCFB,RH Header,,RH Header,1,,,,,,,Outlet,Outlet,1,HRH,Temperature,2,DegC,,,0,600,450,540,150,60
7LBA01CT801_YJ22,COMB RH OL STM TEMP,Boiler,PCFB,RH Header,,RH Header,1,,,,,,,Outlet,Outlet,1,HRH,Temperature,3,DegC,,,0,600,450,540,150,60
7LAE11AA101_XJ06,sh spray bypass valve demand (l),Boiler,PCFB,SH Attemperator,,SH DSH - L,1,,,,Spray Bypass Valve,Spray Bypass Valve,1,,,,,Position,1,%,Demand,,,,,,,
7LAE11AA101_XQ50,sh spray bypass valve position fb (L),Boiler,PCFB,SH Attemperator,,SH DSH - L,1,,,,Spray Bypass Valve,Spray Bypass Valve,1,,,,,Position,1,%,Feedback,,,,,,,
7LAE12AA101_XJ06,sh spray cv demand (l),Boiler,PCFB,SH Attemperator,,SH DSH - L,1,,,,Spray Control Valve,Spray Control Valve,1,,,,,Position,1,%,Demand,,,,,,,
7LAE12AA101_XQ50,sh spray cv position fb (L),Boiler,PCFB,SH Attemperator,,SH DSH - L,1,,,,Spray Control Valve,Spray Control Valve,1,,,,,Position,1,%,Feedback,,,,,,,
7LAE14AA101,SH Spray DBCH2 CV SD009,Boiler,PCFB,SH Attemperator,,SH DSH - L,1,,,,Spray Control Valve,Spray Control Valve,1,,,,,Position,1,%,Feedback,,,,,,,
7LAE13AA201_XB01,SH Spray I/L IV SD004 open F/B,Boiler,PCFB,SH Attemperator,,SH DSH - L,1,,,,Spray Inlet Isolation Valve,SD004,1,,,,,Position,1,OPEN,Feedback,,,,,,,
7LAE13AA201_XB02,SH Spray I/L IV SD004 close F/B,Boiler,PCFB,SH Attemperator,,SH DSH - L,1,,,,Spray Inlet Isolation Valve,SD004,1,,,,,Position,2,CLOSE,Feedback,,,,,,,
7LAE14AA201_XB01,SH Spray I/L Isolation Valve SD005 open F/B,Boiler,PCFB,SH Attemperator,,SH DSH - L,1,,,,Spray Inlet Isolation Valve,SD005,2,,,,,Position,1,OPEN,Feedback,,,,,,,
7LAE14AA201_XB02,SH Spray I/L Isolation Valve SD005 close F/B,Boiler,PCFB,SH Attemperator,,SH DSH - L,1,,,,Spray Inlet Isolation Valve,SD005,2,,,,,Position,2,CLOSE,Feedback,,,,,,,
7ShSprFlwSel_L,SH SPRAY FLOW-L,Boiler,PCFB,SH Attemperator,,SH DSH - L,1,,,,,,,,,,Spray Water,Flow,0,TPH,,,0,90,67.5,81,22.5,9
7SHFLOWACT_L,SH SPRAY FLOW-L,Boiler,PCFB,SH Attemperator,,SH DSH - L,1,,,,,,,,,,Spray Water,Flow,1,TPH,,,0,300,225,270,75,30
7LAE15CT101_XQ02,SH SPRAY TMP-L,Boiler,PCFB,SH Attemperator,,SH DSH - L,1,,,,,,,,,,Spray Water,Temperature,1,DegC,,,0,250,187.5,225,62.5,25
7LAE14AA101_XJ06,sh spray bypass valve demand (l),Boiler,PCFB,SH Attemperator,,SH DSH - R,2,,,,Spray Bypass Valve,Spray Bypass Valve,1,,,,,Position,1,%,Demand,,,,,,,
7LAE14AA101_XQ50,sh spray bypass valve position fb (L),Boiler,PCFB,SH Attemperator,,SH DSH - R,2,,,,Spray Bypass Valve,Spray Bypass Valve,1,,,,,Position,2,??,Feedback,,,,,,,
7LAE13AA101_XJ06,sh spray cv demand (r),Boiler,PCFB,SH Attemperator,,SH DSH - R,2,,,,Spray Control Valve,Spray Control Valve,1,,,,,Position,1,%,Demand,,,,,,,
7LAE13AA101_XQ50,sh spray cv position fb (r),Boiler,PCFB,SH Attemperator,,SH DSH - R,2,,,,Spray Control Valve,Spray Control Valve,1,,,,,Position,2,??,Feedback,,,,,,,
