Sl No,New?,dataTagId,description,standardDescription,system,systemName,equipment,equipmentType,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureInstance,tagType,measureUnit,Remarks,designValue,goodDirection,lcl,ucl,manual,group,Design Value (100%),Design Parameters (80%)
,,LC06303.SP,DEAERATOR HIGH LEVEL COTROL SP,Deaerator Level Setpoint,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,,,,,Normal Level Control,Normal Level Control,1,,,,Extraction,Level,1,Setpoint,MMWC,~ -24,,,,,SP,,,
130,New,PI_19117,EXTR3 PRS BEFORE NRV DEARATOR,BLEED TO DEAERATOR PRESSURE BEFORE NRV,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,,,,,NR Valve,NRV,1,Inlet,Inlet,1,Extraction,Pressure,1,,KG/CM2,,,,,,,Feed Water Path,8.34,
131,New,TIR_19208,EXT3 TEMP BEFORE NRV TO DEARATOR,BLEED TO DEAERATOR TEMPERATURE BEFORE NRV,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,,,,,NR Valve,NRV,1,Inlet,Inlet,1,Extraction,Temperature,1,,DEG C,,,,,,,Feed Water Path,249.5,
129,New,PI_06106,DEAERATOR EXTRACTION PRES AFTER NRV,BLEED TO DEAERATOR PRESSURE AFTER NRV,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,,,,,NR Valve,NRV,1,Outlet,Outlet,1,Extraction,Pressure,1,,KG/CM2,,,,-1,1,,Feed Water Path,7.84,
132,New,TR06208,DEAERATOR EXTRACTION TMP AFTER NRV,BLEED TO DEAERATOR TEMPERATURE AFTER NRV,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,,,,,NR Valve,NRV,1,Outlet,Outlet,1,Extraction,Temperature,1,,DEG C,,,,-1,1,,Feed Water Path,248.7,
128,New,FR_06110_FL,STM FLOW TO DEARATOR EXTR,BLEED TO DEAERATOR STEAM FLOW,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,,,,,NR Valve,NRV,1,,,,Extraction,Flow,1,,TPH,,,,,,,Feed Water Path,17.82,
284,,TR04205,DRAIN CLR OL TO DRIP TMP,CONDENSATE TEMPERATURE AT DRAIN COOLER OUTLET,Condensate Cycle,Condensate Cycle,Drain Cooler,,Drain Cooler,1,,,,,,,,,,Drip,Temperature,1,,DEG C,,,,,,,Condensate Path,,
283,,FICSR03404,FEED WATER FLOW AT LPH 1 INLET,FEED WATER FLOW AT LPH INLET,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,Feed Water Shell,Feed Water Shell,1,,,,Inlet,Inlet,1,Condensate,Flow,1,,TPH,,,,,,,Feed Water Path,225.792,
285,,PIRSA02107,CONDENSATE PRESSURE AT LPH 1 INLET,FEED WATER PRESSURE AT LPH INLET,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,Feed Water Shell,Feed Water Shell,1,,,,Inlet,Inlet,1,Condensate,Pressure,1,,KG/CM2,,,,0,24,,Feed Water Path,,
286,,TI_04206_A,CONDENSATE TEMPERATURE AT LPH 1 INLET,FEED WATER TEMPERATURE AT LPH INLET,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,Feed Water Shell,Feed Water Shell,1,,,,Inlet,Inlet,1,Condensate,Temperature,1,,DEG C,,,,0,300,,Feed Water Path,45.2,
287,,TI05213,CONDENSATE TEMPERATURE AT LPH 1 OUTLET,FEED WATER TEMPERATURE AT LPH OUTLET,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,Feed Water Shell,Feed Water Shell,1,,,,Outlet,Outlet,1,Condensate,Temperature,1,,DEG C,,,,,,,Feed Water Path,72.6,
292,New,LC05302_FB,LPH1 DRP LVL CONRL VALVE POS,HPH DRIP LEVEL VALVE POSITION,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,Drain Valve,Drain Valve,1,,,,Position,Percentage,1,Feedback,%,,,,,,??,Feed Water Path,,
,,LCR05302.SP,LPH1 LEVEL CONTROL SP,LPH Level Setpoint,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,Level Controller,Level Controller,1,,,,Extraction,Level,1,Setpoint,MMWC,~ -101,,,,,SP,,,
288,,PI_19119_A,BLEED TO LPH 1 PRESSURE BEF NRV,BLEED TO LPH PRESSURE BEFORE NRV,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,NR Valve,NRV,1,Inlet,Inlet,1,Extraction,Pressure,1,,KG/CM2,,,,-1,1,,Feed Water Path,0.399,
291,,TIR_19210,BLEED TO LPH 1 TEMPERATURE BEF NRV,BLEED TO LPH TEMPERATURE BEFORE NRV,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,NR Valve,NRV,1,Inlet,Inlet,1,Extraction,Temperature,1,,DEG C,,,,0,250,,Feed Water Path,,
289,New,PIR_05110,LPH 1 EXTRACTION PRES AFTER NRV,BLEED TO LPH PRESSURE AFTER NRV,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,NR Valve,NRV,1,Outlet,Outlet,1,Extraction,Pressure,1,,KG/CM2,,,,-1,1,,Feed Water Path,0.388,
290,New,TI_05210,LPH 1 EXTRACTION TMP AFTER NRV,BLEED TO LPH TEMPERATURE AFTER NRV,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,NR Valve,NRV,1,Outlet,Outlet,1,Extraction,Temperature,1,,DEG C,,,,-1,1,,Feed Water Path,74.6,
590,,HRenu_U5_LPH_1_Feed_Water_Enthalpy_at_Inlet,LPH 1 FEED WATER ENTHALPY AT INLET,LPH FEED WATER ENTHALPY AT INLET,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,,,,Inlet,Inlet,1,Feed Water,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,190.5,
591,,HRenu_U5_LPH_1_Feed_Water_Enthalpy_at_Outlet,LPH 1 FEED WATER ENTHALPY AT OUTLET,LPH FEED WATER ENTHALPY AT OUTLET,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,,,,Outlet,Outlet,1,Feed Water,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,305.2,
294,,TR_05211,LPH 1 DRIP TEMPERATURE,LPH DRIP/DRAIN TEMPERATURE,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,,,,,,,Drip,Temperature,1,,DEG C,,,,0,300,,Performance KPI,,
592,,HRenu_U5_LPH_1_Extraction_from_Turbine_Enthalpy,LPH 1 EXTRACTION FROM TURBINE ENTHALPY,LPH EXTRACTION FROM TURBINE ENTHALPY,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,,,,,,,Extraction,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,2221.4,
293,,LCR_05302,LPH 1 LEVEL,LPH LEVEL,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,,,,,,,Extraction,Level,1,,MM,,,,-250,250,,Performance KPI,,
589,,HRenu_U5_LPH_1_Extraction_Saturation_Temperature,LPH 1 EXTRACTION SATURATION TEMPERATURE,LPH EXTRACTION SATURATION TEMPERATURE,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,,,,,,,Extraction,Saturation Temperature,1,Derived,DEG C,,,,,,,Performance KPI,,
586,,HRenu_U5_LPH_1_Feed_Water_Pressure_drop,LPH 1 FEED WATER PRESSURE DROP,LPH FEED WATER PRESSURE DROP,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,,,,,,,Feed Water,Differential Pressure,1,Derived,KG/CM2,,,,,,,Performance KPI,,
593,,HRenu_U5_LPH_1_Energy_absorbed_by_Feed_Water,LPH 1 ENERGY ABSORBED BY FEED WATER,LPH ENERGY ABSORBED BY FEED WATER,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,,,,,,,Feed Water,Energy,1,Derived,MCAL,,,,,,,Performance KPI,,
594,,HRenu_U5_LPH_1_Enthalpy_Rise,LPH 1 ENTHALPY RISE,LPH ENTHALPY RISE,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,,,,,,,Feed Water,Enthalpy Rise,1,Derived,KCAL/KG,,,,,,,Performance KPI,,
585,,HRenu_U5_LPH_1_Feed_Water_Temperature_rise,LPH 1 FEED WATER TEMPERATURE RISE,LPH FEED WATER TEMPERATURE RISE,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,,,,,,,Feed Water,Temperature Difference,1,Derived,DEG C,,,,,,,Performance KPI,27.4,
587,,HRenu_U5_LPH_1_Drain_Cooler_Approach,LPH 1 DRAIN COOLER APPROACH,LPH DRAIN COOLER APPROACH,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,,,,,,,,DCA,1,Derived,DEG C,,,,,,,Performance KPI,,
588,,HRenu_U5_LPH_1_TTD,LPH 1 TTD,LPH TTD,Condensate Cycle,Condensate Cycle,LPH,,LPH 1,1,,,,,,,,,,,TTD,1,Derived,DEG C,,,,,,,Performance KPI,,
295,,FICSR03404,FEED WATER FLOW AT LPH 2 INLET,FEED WATER FLOW AT LPH INLET,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,Feed Water Shell,Feed Water Shell,1,,,,Inlet,Inlet,1,Feed Water,Flow,1,,TPH,,,,,,,Feed Water Path,225.79,
296,,TI05213,LPH 2 FEED WATER INLET TEMPERATURE,FEED WATER TEMPERATURE AT LPH INLET,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,Feed Water Shell,Feed Water Shell,1,,,,Inlet,Inlet,1,Feed Water,Pressure,1,,DEG C,,,,,,,Feed Water Path,72.6,
297,,TR6206,LPH 2 FEED WATER OUTLET TEMPERATURE,FEED WATER TEMPERATURE AT LPH OUTLET,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,Feed Water Shell,Feed Water Shell,1,,,,Outlet,Outlet,1,Feed Water,Temperature,1,,DEG C,,,,,,,Feed Water Path,126.8,
302,New,LC05306_FB,LPH2 DRP LVL CONRL VALVE POS,HPH DRIP LEVEL VALVE POSITION,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,Drain Valve,Drain Valve,1,,,,Position,Percentage,1,Feedback,%,,,,,,FB,Feed Water Path,,
,,LCR05306.SP,LPH2 LEVEL CONTROL SP,LPH Level Setpoint,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,Level Controller,Level Controller,1,,,,Extraction,Level,1,Setpoint,MMWC,~ -88,,,,,SP,,,
298,,PI_19118_A,BLEED TO LPH 2 PRESSURE BEF NRV,BLEED TO LPH PRESSURE BEFORE ISV,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,NR Valve,NRV,1,Inlet,Inlet,1,Extraction,Pressure,1,,KG/CM2,,,,0,6,,Feed Water Path,2.737,
301,,TIR_19209,BLEED TO LPH 2 TEMPERATURE BEF NRV,BLEED TO LPH TEMPERATURE BEFORE NRV,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,NR Valve,NRV,1,Inlet,Inlet,1,Extraction,Temperature,1,,DEG C,,,,0,800,,Feed Water Path,,
299,New,PIR_05111,LPH 2 EXTRACTION PRES AFTER NRV,BLEED TO LPH PRESSURE AFTER NRV,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,NR Valve,NRV,1,Outlet,Outlet,1,Extraction,Pressure,1,,KG/CM2,,,,-1,1,,Feed Water Path,2.655,
300,New,TI_05215,LPH 2 EXTRACTION TMP AFTER NRV,BLEED TO LPH TEMPERATURE AFTER NRV,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,NR Valve,NRV,1,Outlet,Outlet,1,Extraction,Temperature,1,,DEG C,,,,-1,1,,Feed Water Path,128.8,
600,,HRenu_U5_LPH_2_Feed_Water_Enthalpy_at_Inlet,LPH 2 FEED WATER ENTHALPY AT INLET,LPH FEED WATER ENTHALPY AT INLET,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,,,,Inlet,Inlet,1,Feed Water,Enthalpy,1,Derived,KCAL/KG,,,,,,,Performance KPI,,
601,,HRenu_U5_LPH_2_Feed_Water_Enthalpy_at_Outlet,LPH 2 FEED WATER ENTHALPY AT OUTLET,LPH FEED WATER ENTHALPY AT OUTLET,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,,,,Outlet,Outlet,1,Feed Water,Enthalpy,1,Derived,KCAL/KG,,,,,,,Performance KPI,,
304,,TR_05212,LPH 2 DRIP TEMPERATURE,LPH DRIP TEMPERATURE,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,,,,,,,Drip,Temperature,1,,DEG C,,,,0,300,,Performance KPI,,
602,,HRenu_U5_LPH_2_Extraction_from_Turbine_Enthalpy,LPH 2 EXTRACTION FROM TURBINE ENTHALPY,LPH EXTRACTION FROM TURBINE ENTHALPY,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,,,,,,,Extraction,Enthalpy,1,Derived,KCAL/KG,,,,,,,Performance KPI,,
303,,LCR_05306,LPH 2 LEVEL,LPH LEVEL,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,,,,,,,Extraction,Level,1,,MM,,,,-250,250,,Performance KPI,,
598,,HRenu_U5_LPH_2_Extraction_Saturation_Temperature,LPH 2 EXTRACTION SATURATION TEMPERATURE,LPH EXTRACTION SATURATION TEMPERATURE,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,,,,,,,Extraction,Saturation Temperature,1,Derived,DEG C,,,,,,,Performance KPI,642.5,
596,,HRenu_U5_LPH_2_Feed_Water_Pressure_drop,LPH 2 FEED WATER PRESSURE DROP,LPH FEED WATER PRESSURE DROP,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,,,,,,,Feed Water,Differential Pressure,1,Derived,KG/CM2,,,,,,,Performance KPI,,
603,,HRenu_U5_LPH_2_Energy_absorbed_by_Feed_Water,LPH 2 ENERGY ABSORBED BY FEED WATER,LPH ENERGY ABSORBED BY FEED WATER,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,,,,,,,Feed Water,Energy,1,Derived,MCAL,,,,,,,Performance KPI,,
604,,HRenu_U5_LPH_2_Enthalpy_Rise,LPH 2 ENTHALPY RISE,LPH ENTHALPY RISE,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,,,,,,,Feed Water,Enthalpy Rise,1,Derived,KCAL/KG,,,,,,,Performance KPI,,
595,,HRenu_U5_LPH_2_Feed_Water_Temperature_rise,LPH 2 FEED WATER TEMPERATURE RISE,LPH FEED WATER TEMPERATURE RISE,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,,,,,,,Feed Water,Temperature Difference,1,Derived,DEG C,,,,,,,Performance KPI,54.2,
597,,HRenu_U5_LPH_2_Drain_Cooler_Approach,LPH 2 DRAIN COOLER APPROACH,LPH DRAIN COOLER APPROACH,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,,,,,,,,DCA,1,Derived,DEG C,,,,,,,Performance KPI,,
599,,HRenu_U5_LPH_2_TTD,LPH 2 TTD,LPH TTD,Condensate Cycle,Condensate Cycle,LPH,,LPH 2,2,,,,,,,,,,,TTD,1,Derived,DEG C,,,,,,,Performance KPI,,
635,,HRenu_U5_CEP_5A_Efficiency,CEP 5A EFFICIENCY,CEP EFFICIENCY,Condensate Cycle,Condensate Cycle,CEP,,CEP 5A,1,,,,,,,,,,,Efficiency,1,Derived,,,,,,,,Performance KPI,,
636,,HRenu_U5_CEP_5B_Efficiency,CEP 5B EFFICIENCY,CEP EFFICIENCY,Condensate Cycle,Condensate Cycle,CEP,,CEP 5B,2,,,,,,,,,,,Efficiency,1,Derived,,,,,,,,Performance KPI,,
98,New,TI3210,EJECTOR AIR TEMP AFTER CONDENSOR,EJECTOR AIR TEMPERATURE AT CONDENSER OUTLET,Condensate Cycle,Condensate Cycle,Condenser,,Condenser,1,Air Ejector,Air Ejector,1,,,,Outlet,Outlet,1,Air,Temperature,1,,DEG C,,,,,,,Condensate Path,,
,,LICR_01302.SP,HOTWELL LEVEL CONTROL SP,Hotwell Level Setpoint,Condensate Cycle,Condensate Cycle,Condenser,,Condenser,1,Hotwell,Hotwell,1,,,,,,,Condensate,Level,1,Setpoint,MMWC,~ 41,,,,,SP,,,
621,,HRenu_U5_Condenser_Condensate_Saturation_Temperature_(at_Vacuum),CONDENSER CONDENSATE SATURATION TEMPERATURE (AT VACUUM),CONDENSER CONDENSATE SATURATION TEMPERATURE (AT VACUUM),Condensate Cycle,Condensate Cycle,Condenser,,Condenser,1,,,,,,,,,,Condensate,Saturation Temperature,1,Derived,DEG C,,,,,,,Performance KPI,,
625,,HRenu_U5_Condenser_CW_Pressure_drop,CONDENSER CW PRESSURE DROP,CONDENSER CW PRESSURE DROP,Condensate Cycle,Condensate Cycle,Condenser,,Condenser,1,,,,,,,,,,Cooling Water,Differential Pressure,1,Derived,KG/CM2,,,,,,,Performance KPI,,
618,,HRenu_U5_Condenser_CW_Temperature_rise,CONDENSER CW TEMPERATURE RISE,CONDENSER CW TEMPERATURE RISE,Condensate Cycle,Condensate Cycle,Condenser,,Condenser,1,,,,,,,,,,Cooling Water,Temperature Difference,1,Derived,DEG C,,,,,,,Performance KPI,7.2,
616,,HRenu_U5_Condenser_Cleanliness_Factor,CONDENSER CLEANLINESS FACTOR,CONDENSER CLEANLINESS FACTOR,Condensate Cycle,Condensate Cycle,Condenser,,Condenser,1,,,,,,,,,,,Cleanliness,1,Derived,%,,,,,,,Performance KPI,,
624,,HRenu_U5_Condenser_Efficiency,CONDENSER EFFICIENCY,CONDENSER EFFICIENCY,Condensate Cycle,Condensate Cycle,Condenser,,Condenser,1,,,,,,,,,,,Efficiency,1,Derived,%,,,,,,,Performance KPI,,
620,,HRenu_U5_Condenser_Initial_Temperature_Difference,CONDENSER INITIAL TEMPERATURE DIFFERENCE,CONDENSER INITIAL TEMPERATURE DIFFERENCE,Condensate Cycle,Condensate Cycle,Condenser,,Condenser,1,,,,,,,,,,,ITD,1,Derived,DEG C,,,,,,,Performance KPI,,
622,,HRenu_U5_Condenser_Log_Mean_Temperature_Difference,CONDENSER LOG MEAN TEMPERATURE DIFFERENCE,CONDENSER LOG MEAN TEMPERATURE DIFFERENCE,Condensate Cycle,Condensate Cycle,Condenser,,Condenser,1,,,,,,,,,,,LMTD,1,Derived,,,,,,,,Performance KPI,,
623,,HRenu_U5_Condenser_Sub_cooling_Temperature,CONDENSER SUB COOLING TEMPERATURE,CONDENSER SUB COOLING TEMPERATURE,Condensate Cycle,Condensate Cycle,Condenser,,Condenser,1,,,,,,,,,,,Temperature Difference,1,Derived,DEG C,,,,,,,Performance KPI,,
619,,HRenu_U5_Condenser_TTD,CONDENSER TTD,CONDENSER TTD,Condensate Cycle,Condensate Cycle,Condenser,,Condenser,1,,,,,,,,,,,TTD,1,Derived,DEG C,,,,,,,Performance KPI,,
615,,HRenu_U5_Condenser_Air_in-leakage,CONDENSER AIR IN-LEAKAGE,CONDENSER AIR IN-LEAKAGE,Condensate Cycle,Condensate Cycle,Condenser,,Condenser,1,,,,,,,,,,,,1,Derived,,,,,,,,Performance KPI,,
617,,HRenu_U5_Condenser_Back_Pressure_Penalty,CONDENSER BACK PRESSURE PENALTY,CONDENSER BACK PRESSURE PENALTY,Condensate Cycle,Condensate Cycle,Condenser,,Condenser,1,,,,,,,,,,,,1,Derived,,,,,,,,Performance KPI,,
113,New,CT_LVL_TRNSM,CT BASIN LEVEL,COOLING TOWER BASIN LEVEL,Cooling Water System,CW System,Cooling Tower Basin,,Cooling Tower Basin,1,,,,,,,,,,Cooling Water,Level,1,,,,,,,,,Cooling Water Path,,
114,,EI_13907,CT FAN A CURRENT,CT FAN CURRENT,Cooling Water System,CW System,CT Fan,,CT FAN A,1,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,0,200,,Performance KPI,,
115,,EI_13908,CT FAN B CURRENT,CT FAN CURRENT,Cooling Water System,CW System,CT Fan,,CT FAN B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,0,200,,Performance KPI,,
116,,EI_13909,CT FAN C CURRENT,CT FAN CURRENT,Cooling Water System,CW System,CT Fan,,CT FAN C,3,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,0,200,,Performance KPI,,
117,,EI_13910,CT FAN D CURRENT,CT FAN CURRENT,Cooling Water System,CW System,CT Fan,,CT FAN D,4,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,0,200,,Performance KPI,,
118,,EI_13911,CT FAN E CURRENT,CT FAN CURRENT,Cooling Water System,CW System,CT Fan,,CT FAN E,5,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,0,200,,Performance KPI,,
119,New,EI_13903,CW BOOSTER PUMP A CURRENT,CW BOOSTER PUMP CURRENT,Cooling Water System,CW System,CW Booster Pump,,CW BOOSTER PUMP A,1,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,,,,Performance KPI,,
120,New,PIAS_13114,CW BOOSTER PUMP A DISCH PR,CW BOOSTER PUMP DISCHARGE PRESSURE,Cooling Water System,CW System,CW Booster Pump,,CW BOOSTER PUMP A,1,Pump,Pump,1,,,,Outlet,Discharge,1,Cooling Water,Pressure,1,,KG/CM2,,,,,,,Cooling Water Path,,
633,,HRenu_U5_CW_Booster_Pump_A_Efficiency,CW BOOSTER PUMP A EFFICIENCY,CW BOOSTER PUMP EFFICIENCY,Cooling Water System,CW System,CW Booster Pump,,CW BOOSTER PUMP A,1,,,,,,,,,,,Efficiency,1,Derived,,,,,,,,Performance KPI,,
121,New,EI_13904,CW BOOSTER PUMP B CURRENT,CW BOOSTER PUMP CURRENT,Cooling Water System,CW System,CW Booster Pump,,CW BOOSTER PUMP B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,,,,Performance KPI,,
122,New,PIAS13113,CW BOOSTER PUMP B DISCH PR,CW BOOSTER PUMP DISCHARGE PRESSURE,Cooling Water System,CW System,CW Booster Pump,,CW BOOSTER PUMP B,2,Pump,Pump,1,,,,Outlet,Discharge,1,Cooling Water,Pressure,1,,KG/CM2,,,,,,,Cooling Water Path,,
634,,HRenu_U5_CW_Booster_Pump_B_Efficiency,CW BOOSTER PUMP B EFFICIENCY,CW BOOSTER PUMP EFFICIENCY,Cooling Water System,CW System,CW Booster Pump,,CW BOOSTER PUMP B,2,,,,,,,,,,,Efficiency,1,Derived,,,,,,,,Performance KPI,,
123,,EI_13901,CW PUMP CURRENT,CW PUMP CURRENT,Cooling Water System,CW System,CW Pump,,CW Pump - A,1,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,0,200,,Performance KPI,,
632,,HRenu_U5_CW_Pump_Efficiency,CW PUMP EFFICIENCY,CW PUMP EFFICIENCY,Cooling Water System,CW System,CW Pump,,CW Pump,1,,,,,,,,,,,Efficiency,1,Derived,,,,,,,,Performance KPI,,
429,New,EI_13912,SERVICE WATER PUMP A CURRENT,SERVICE WATER PUMP CURRENT,Cooling Water System,CW System,Service Water Pump,,SW Pump - A,1,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,,,,Performance KPI,,
430,New,EI_13913,SERVICE WATER PUMP B CURRENT,SERVICE WATER PUMP CURRENT,Cooling Water System,CW System,Service Water Pump,,SW Pump - B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,,,,Performance KPI,,
402,New,PC_10103,PRS BEFORE 20 PRDS,STEAM PRESSURE BEFORE PRDS,Feed Water Cycle,Feed Water Cycle,APRDS,,20 TPH PRDS,1,,,,,,,Inlet,Inlet,1,Steam,Pressure,1,,KG/CM2,,,,,,,Steam Path,,
403,New,PIZ_10105,STM PRS AFTER 20 T PRDS,STEAM PRESSURE AFTER PRDS,Feed Water Cycle,Feed Water Cycle,APRDS,,20 TPH PRDS,1,,,,,,,Outlet,Outlet,1,Steam,Pressure,1,,KG/CM2,,,,,,,Steam Path,,
404,New,TI_10204,STM TEMP AFTER 20 T PRDS,STEAM TEMPERATURE AFTER PRDS,Feed Water Cycle,Feed Water Cycle,APRDS,,20 TPH PRDS,1,,,,,,,Outlet,Outlet,1,Steam,Temperature,1,,DEG C,,,,,,,Steam Path,,
,,TC_10203_OP_CV5.SP,STEAM T_20T PRDS CV5 SP,Steam Temperature at 20T PRDS Setpoint,Feed Water Cycle,Feed Water Cycle,APRDS,,20 TPH PRDS,1,,,,,,,Outlet,Outlet,1,Steam,Temperature,1,,DEG C,182,,,,,SP,,,
,,TC_10203_OP_CV9.SP,STEAM T_20T PRDS CV9 SP,Steam Temperature at 20T PRDS Setpoint,Feed Water Cycle,Feed Water Cycle,APRDS,,20 TPH PRDS,1,,,,,,,Outlet,Outlet,1,Steam,Temperature,1,,DEG C,182,,,,,SP,,,
629,,HRenu_U5_BFP_A_Feed_Water_Pressure_Gain,BFP A FEED WATER PRESSURE GAIN,BFP FEED WATER PRESSURE GAIN,BFP System,BFP System,BFP,,BFP A,1,,,,,,,,,,Feed Water,Differential Pressure,1,Derived,KG/CM2,,,,,,,Performance KPI,,
631,,HRenu_U5_BFP_A_Feed_Water_Temperature_difference,BFP A FEED WATER TEMPERATURE DIFFERENCE,BFP FEED WATER TEMPERATURE DIFFERENCE,BFP System,BFP System,BFP,,BFP A,1,,,,,,,,,,Feed Water,Temperature Difference,,Derived,DEG C,,,,,,,Performance KPI,,
630,,HRenu_U5_BFP_A_Pump_Efficiency,BFP A PUMP EFFICIENCY,BFP PUMP EFFICIENCY,BFP System,BFP System,BFP,,BFP A,1,,,,,,,,,,,Efficiency,1,Derived,,,,,,,,Performance KPI,,
50,New,TIA_07251,BFP B MOTOR HOT AIR TMP,HOT AIR TEMPERATURE AT BFP MOTOR,BFP System,BFP System,BFP,,BFP B,2,Gas Cooler,Gas Cooler,1,,,,Inlet,Inlet,1,Air,Temperature,1,DCS,DEG C,,,Low,,,,Mechanical,,
58,New,TIZA07242,BFP B MOTOR COLD AIR TMP,COLD AIR TEMPERATURE AT BFP MOTOR,BFP System,BFP System,BFP,,BFP B,2,Gas Cooler,Gas Cooler,1,,,,Outlet,Outlet,1,Air,Temperature,1,DCS,DEG C,,,,,,??,Mechanical,,
626,,HRenu_U5_BFP_B_Feed_Water_Pressure_Gain,BFP B FEED WATER PRESSURE GAIN,BFP FEED WATER PRESSURE GAIN,BFP System,BFP System,BFP,,BFP B,2,,,,,,,,,,Feed Water,Differential Pressure,1,Derived,KG/CM2,,,,,,,Performance KPI,,
628,,HRenu_U5_BFP_B_Feed_Water_Temperature_difference,BFP B FEED WATER TEMPERATURE DIFFERENCE,BFP FEED WATER TEMPERATURE DIFFERENCE,BFP System,BFP System,BFP,,BFP B,2,,,,,,,,,,Feed Water,Temperature Difference,,Derived,DEG C,,,,,,,Performance KPI,,
627,,HRenu_U5_BFP_B_Pump_Efficiency,BFP B PUMP EFFICIENCY,BFP PUMP EFFICIENCY,BFP System,BFP System,BFP,,BFP B,2,,,,,,,,,,,Efficiency,1,Derived,,,,,,,,Performance KPI,,
610,,HRenu_U5_Deaerator_Feed_Water_Enthalpy_at_Inlet,DEAERATOR FEED WATER ENTHALPY AT INLET,DEAERATOR FEED WATER ENTHALPY AT INLET,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,1,,,,Inlet,,1,,,,Feed Water,Enthalpy,1,Derived,KCAL/KG,,,,,,,Performance KPI,,
